Time(s),phi,phi_dot
25.5,0.003822295,-0.20557166
25.6,-0.016702735,-0.204874779
25.7,-0.03709001,-0.202795461
25.8,-0.057205245,-0.199355557
25.9,-0.076914923,-0.194590921
26,-0.096086293,-0.188551417
26.1,-0.114591151,-0.181296166
26.2,-0.132317455,-0.172874425
26.3,-0.149146854,-0.163353446
26.4,-0.164968938,-0.152807239
26.5,-0.179683304,-0.141314328
26.6,-0.19319956,-0.128957754
26.7,-0.205437323,-0.115825073
26.8,-0.216326222,-0.102008357
26.9,-0.225805894,-0.087604193
27,-0.233826931,-0.072710312
27.1,-0.240347999,-0.057410669
27.2,-0.245326749,-0.041797233
27.3,-0.248730795,-0.02596318
27.4,-0.250538757,-0.010001161
27.5,-0.250740259,0.005996697
27.6,-0.24933593,0.02193879
27.7,-0.246337405,0.037734037
27.8,-0.241767324,0.053291883
27.9,-0.235659332,0.068522296
28,-0.228057799,0.083336003
28.1,-0.21900509,0.097649933
28.2,-0.208551643,0.11137006
28.3,-0.196760907,0.124401234
28.4,-0.183704949,0.136653611
28.5,-0.169464457,0.148042645
28.6,-0.154128738,0.158489096
28.7,-0.137795719,0.167919024
28.8,-0.120571946,0.176263793
28.9,-0.102572587,0.183460068
29,-0.083911571,0.189456396
29.1,-0.064708536,0.194205164
29.2,-0.045098348,0.197658944
29.3,-0.025215171,0.199783777
29.4,-0.005192404,0.200559228
29.5,0.014837327,0.199978384
29.6,0.034742165,0.198047852
29.7,0.054391023,0.194787767
29.8,0.073653583,0.190231783
29.9,0.092400296,0.184427079
30,0.110505227,0.177430842
30.1,0.127858533,0.16929068
30.2,0.144344427,0.160070718
30.3,0.159854196,0.149842429
30.4,0.174288892,0.138681799
30.5,0.187559329,0.126669322
30.6,0.199586089,0.113890008
30.7,0.210299514,0.100433376
30.8,0.219639714,0.086393457
30.9,0.227557333,0.071866221
31,0.234011686,0.056934463
31.1,0.238960787,0.041688386
31.2,0.242372136,0.026219845
31.3,0.244224076,0.010620171
31.4,0.244505792,-0.005019827
31.5,0.243217312,-0.020609863
31.6,0.24036951,-0.036060174
31.7,0.2359841,-0.05128152
31.8,0.230093641,-0.066185184
31.9,0.222741364,-0.080683119
32,0.213969124,-0.094693534
32.1,0.203825748,-0.108124874
32.2,0.192373177,-0.12088393
32.3,0.179681757,-0.132882784
32.4,0.165830232,-0.144038807
32.5,0.150905747,-0.154274664
32.6,0.13500385,-0.163518311
32.7,0.11822849,-0.171702995
32.8,0.100692018,-0.178767253
32.9,0.082506002,-0.18466083
33,0.063786667,-0.189337692
33.1,0.044665537,-0.192751703
33.2,0.025273514,-0.194869703
33.3,0.005740769,-0.195671596
33.4,-0.013803263,-0.195150344
33.5,-0.033229878,-0.193311972
33.6,-0.052411107,-0.190175568
33.7,-0.071219712,-0.185773278
33.8,-0.089529192,-0.180150312
33.9,-0.107216555,-0.173361562
34,-0.124174242,-0.165452983
34.1,-0.140288751,-0.156486506
34.2,-0.155453496,-0.146531271
34.3,-0.169571405,-0.135660952
34.4,-0.182554925,-0.123953753
34.5,-0.194326013,-0.111492414
34.6,-0.204816143,-0.098364206
34.7,-0.213966304,-0.084660935
34.8,-0.221727762,-0.07047641
34.9,-0.228060239,-0.0558919
35,-0.232922238,-0.040996258
35.1,-0.236281618,-0.025879943
35.2,-0.238116919,-0.0106329
35.3,-0.238417358,0.004655444
35.4,-0.237182829,0.019896179
35.5,-0.234423905,0.035000911
35.6,-0.230161837,0.049881765
35.7,-0.224428555,0.064451381
35.8,-0.217266431,0.078623118
35.9,-0.208716151,0.092316644
36,-0.198825872,0.105442004
36.1,-0.187656322,0.117908173
36.2,-0.175276429,0.129629377
36.3,-0.161763326,0.140525095
36.4,-0.14720235,0.150520059
36.5,-0.131687041,0.159544252
36.6,-0.115319142,0.16753291
36.7,-0.098208603,0.174426522
36.8,-0.08046397,0.180176752
36.9,-0.062199359,0.184738421
37,-0.043543029,0.188067052
37.1,-0.02462261,0.190130757
37.2,-0.005565055,0.190910267
37.3,0.013503362,0.190398932
37.4,0.032457045,0.188602724
37.5,0.051171074,0.185540235
37.6,0.06952121,0.181242679
37.7,0.087383889,0.175753887
37.8,0.104639561,0.169126322
37.9,0.121183011,0.161404358
38,0.136902838,0.152648448
38.1,0.151694925,0.142925617
38.2,0.165464422,0.132307452
38.3,0.178125746,0.120870101
38.4,0.189602581,0.108694277
38.5,0.199827879,0.095865252
38.6,0.208743862,0.082472863
38.7,0.216302869,0.068608556
38.8,0.22246497,0.054351872
38.9,0.227189327,0.039790569
39,0.230444562,0.02501366
39.1,0.232209805,0.010109648
39.2,0.232474697,-0.00483347
39.3,0.231239387,-0.019728204
39.4,0.228514537,-0.034487574
39.5,0.224321316,-0.049025104
39.6,0.218691406,-0.06325483
39.7,0.211666539,-0.077091674
39.8,0.203285991,-0.090456808
39.9,0.193597892,-0.103261436
40,0.182662024,-0.115416873
40.1,0.170546189,-0.126839636
40.2,0.157326203,-0.137451444
40.3,0.143085896,-0.14717922
40.4,0.127917117,-0.155955089
40.5,0.11191973,-0.163716379
40.6,0.095201616,-0.17040562
40.7,0.077867828,-0.175976906
40.8,0.060031424,-0.180385452
40.9,0.041817432,-0.183588807
41,0.023350254,-0.185556717
41.1,0.004753677,-0.186271129
41.2,-0.013849135,-0.185726189
41.3,-0.032335636,-0.183928241
41.4,-0.050583903,-0.18089583
41.5,-0.06847263,-0.176659698
41.6,-0.085881133,-0.171262787
41.7,-0.102693774,-0.164754991
41.8,-0.118807454,-0.157179515
41.9,-0.134112958,-0.148595737
42,-0.148508911,-0.139068802
42.1,-0.161902961,-0.128668442
42.2,-0.174211781,-0.117468975
42.3,-0.185361069,-0.105549306
42.4,-0.19528555,-0.092992924
42.5,-0.203928969,-0.079887903
42.6,-0.211245135,-0.066323048
42.7,-0.217194383,-0.052376248
42.8,-0.221736779,-0.038134321
42.9,-0.224842054,-0.023684785
43,-0.226490276,-0.009114662
43.1,-0.226671856,0.005489521
43.2,-0.225387541,0.020041732
43.3,-0.22264842,0.034456435
43.4,-0.21847592,0.048648591
43.5,-0.212901809,0.062533654
43.6,-0.205967259,0.076028325
43.7,-0.197710173,0.089055106
43.8,-0.188179101,0.101526228
43.9,-0.177433136,0.113355468
44,-0.165539204,0.124461745
44.1,-0.152572066,0.134769132
44.2,-0.13861432,0.144206845
44.3,-0.123756398,0.15270925
44.4,-0.108096567,0.160215861
44.5,-0.091740796,0.166671427
44.6,-0.074790533,0.172032621
44.7,-0.057358486,0.176254901
44.8,-0.039566466,0.179298153
44.9,-0.02153572,0.18113406
45,-0.003386931,0.181746101
45.1,0.014759783,0.181129552
45.2,0.032784869,0.179291485
45.3,0.050569338,0.176250768
45.4,0.067994764,0.172038065
45.5,0.084943288,0.166695836
45.6,0.101303753,0.160271092
45.7,0.116974631,0.152806628
45.8,0.131849179,0.144360896
45.9,0.145828991,0.134997399
46,0.158824443,0.124784237
46.1,0.170754703,0.113794114
46.2,0.181547723,0.102104331
46.3,0.191140245,0.089796788
46.4,0.199477798,0.076957988
46.5,0.206515983,0.063673682
46.6,0.212215275,0.050020504
46.7,0.216536964,0.036084336
46.8,0.219452197,0.021951167
46.9,0.220942288,0.007706504
47,0.220998719,-0.006564627
47.1,0.219623138,-0.020777681
47.2,0.216827363,-0.034848594
47.3,0.212633376,-0.048693784
47.4,0.20707333,-0.062230149
47.5,0.200187727,-0.075376453
47.6,0.192013425,-0.088056129
47.7,0.182599674,-0.100182569
47.8,0.172005095,-0.111672107
47.9,0.160295971,-0.122446164
48,0.147546244,-0.132431254
48.1,0.133837515,-0.141558978
48.2,0.119259043,-0.14976603
48.3,0.103907747,-0.156994189
48.4,0.087887573,-0.163190726
48.5,0.071296834,-0.168314587
48.6,0.054248049,-0.172321721
48.7,0.036859896,-0.175174579
48.8,0.019250539,-0.176847022
48.9,0.001537631,-0.177324323
49,-0.016161689,-0.176603166
49.1,-0.033730794,-0.174691643
49.2,-0.051053572,-0.17160926
49.3,-0.06801442,-0.167386933
49.4,-0.084498252,-0.162066988
49.5,-0.100399098,-0.155692987
49.6,-0.115616121,-0.148308458
49.7,-0.130045542,-0.139970845
49.8,-0.143592103,-0.13074223
49.9,-0.156169105,-0.120689296
50,-0.167698402,-0.109883333
50.1,-0.178110408,-0.098400233
50.2,-0.187344089,-0.086320491
50.3,-0.19534697,-0.073729207
50.4,-0.202076706,-0.060708486
50.5,-0.207493747,-0.047334472
50.6,-0.211560997,-0.033691938
50.7,-0.214251288,-0.019865317
50.8,-0.215547451,-0.005938577
50.9,-0.215442308,0.00800478
51,-0.213938674,0.021881716
51.1,-0.211049358,0.035609662
51.2,-0.206797166,0.049106512
51.3,-0.201214894,0.062290626
51.4,-0.194342047,0.075083174
51.5,-0.186215086,0.087407939
51.6,-0.176884059,0.099179818
51.7,-0.166407317,0.110317786
51.8,-0.154850702,0.120745846
51.9,-0.142287543,0.130393031
52,-0.128798655,0.139193405
52.1,-0.114472341,0.147086059
52.2,-0.099404391,0.154015116
52.3,-0.083696395,0.159930727
52.4,-0.067444397,0.164793529
52.5,-0.05076055,0.168560457
52.6,-0.033760481,0.171196703
52.7,-0.016559355,0.172678504
52.8,0.000728134,0.172993138
52.9,0.017987753,0.172138922
53,0.035105737,0.17012522
53.1,0.051968787,0.166972435
53.2,0.068464068,0.162712012
53.3,0.084479357,0.157386293
53.4,0.099914308,0.151034975
53.5,0.114667997,0.143703437
53.6,0.128640138,0.135447951
53.7,0.141738777,0.126329385
53.8,0.153880292,0.116413206
53.9,0.164989389,0.105769478
54,0.174999107,0.094472863
54.1,0.183850817,0.082602621
54.2,0.191494225,0.070242592
54.3,0.197889184,0.057470466
54.4,0.202995993,0.044363023
54.5,0.206779593,0.03100357
54.6,0.209214744,0.017474968
54.7,0.210286023,0.003859628
54.8,0.20998783,-0.009760488
54.9,0.20832438,-0.023303867
55,0.205309711,-0.036689447
55.1,0.200967678,-0.049836613
55.2,0.195331958,-0.0626652
55.3,0.188440466,-0.075099184
55.4,0.180330286,-0.087061971
55.5,0.171052173,-0.098470478
55.6,0.160664384,-0.10924639
55.7,0.149232498,-0.119316358
55.8,0.136829413,-0.128612004
55.9,0.123535346,-0.137069913
56,0.109437833,-0.144631643
56.1,0.09463173,-0.151243716
56.2,0.079215722,-0.156859555
56.3,0.063284801,-0.161440738
56.4,0.046950288,-0.16494584
56.5,0.030324845,-0.167342938
56.6,0.013520714,-0.168610795
56.7,-0.003350288,-0.168738868
56.8,-0.020176766,-0.167727298
56.9,-0.03684775,-0.165586918
57,-0.053252689,-0.162339248
57.1,-0.069281458,-0.158016498
57.2,-0.084825355,-0.152660544
57.3,-0.099788585,-0.146308211
57.4,-0.114070715,-0.139006586
57.5,-0.127575103,-0.130810937
57.6,-0.140213216,-0.121781113
57.7,-0.151904634,-0.111981548
57.8,-0.162577049,-0.101481258
57.9,-0.172166264,-0.09035384
58,-0.180616195,-0.078677477
58.1,-0.187879053,-0.066534437
58.2,-0.19391643,-0.053998281
58.3,-0.198688914,-0.04114669
58.4,-0.202163752,-0.028061372
58.5,-0.204317834,-0.014823602
58.6,-0.205137695,-0.001514222
58.7,-0.204619512,0.011786357
58.8,-0.202769111,0.024998157
58.9,-0.199601957,0.038041631
59,-0.195143163,0.050837665
59.1,-0.189427472,0.063307589
59.2,-0.182490353,0.075378589
59.3,-0.174370941,0.086972923
59.4,-0.165120399,0.09801014
59.5,-0.154797044,0.108414693
59.6,-0.143466351,0.118115941
59.7,-0.131200945,0.127048144
59.8,-0.118080609,0.13515047
59.9,-0.10419228,0.142366989
60,-0.089630051,0.148646678
60.1,-0.074488933,0.1539466
60.2,-0.058864406,0.158228469
60.3,-0.042866247,0.161453247
60.4,-0.026604239,0.163591999
60.5,-0.01018778,0.164626143
60.6,0.006274115,0.164547445
60.7,0.022672817,0.163358023
60.8,0.03890008,0.161070344
60.9,0.054848044,0.157707227
61,0.070409231,0.153301841
61.1,0.085479346,0.147894785
61.2,0.099965598,0.14152148
61.3,0.113768968,0.134230283
61.4,0.12679654,0.126075645
61.5,0.138963297,0.117116574
61.6,0.150192123,0.107416639
61.7,0.160413798,0.097043969
61.8,0.169567003,0.086071252
61.9,0.177598317,0.074575736
62,0.184462783,0.062637415
62.1,0.190122999,0.050326835
62.2,0.194540586,0.03772223
62.3,0.197685274,0.024903699
62.4,0.199536262,0.011950923
62.5,0.200082218,-0.001056827
62.6,0.19932128,-0.014040698
62.7,0.197261052,-0.02692225
62.8,0.193918612,-0.039623459
62.9,0.189320502,-0.052066713
63,0.183502204,-0.064175286
63.1,0.176497005,-0.075878723
63.2,0.168346571,-0.087098614
63.3,0.159102417,-0.097757389
63.4,0.148823054,-0.107782319
63.5,0.137573986,-0.117105512
63.6,0.125427709,-0.125663918
63.7,0.112463714,-0.133399327
63.8,0.098768486,-0.140258368
63.9,0.084435488,-0.146192518
64,0.069555104,-0.15116277
64.1,0.054225101,-0.155130245
64.2,0.038552812,-0.158059049
64.3,0.022645222,-0.159923316
64.4,0.006608966,-0.160707203
64.5,-0.00944967,-0.160404896
64.6,-0.02542475,-0.159020608
64.7,-0.041210689,-0.156568574
64.8,-0.056702249,-0.153073058
64.9,-0.071794543,-0.148568352
65,-0.086388756,-0.143092638
65.1,-0.100393241,-0.136681826
65.2,-0.113711499,-0.129384907
65.3,-0.126254405,-0.121255683
65.4,-0.137940529,-0.112352482
65.5,-0.148696131,-0.102738164
65.6,-0.158455164,-0.092480117
65.7,-0.167159272,-0.08165026
65.8,-0.174757792,-0.070325043
65.9,-0.181208828,-0.058581181
66,-0.186475288,-0.046487813
66.1,-0.190520613,-0.034123115
66.2,-0.193317169,-0.021565576
66.3,-0.194846614,-0.008893286
66.4,-0.195099902,0.003816059
66.5,-0.19407728,0.016485163
66.6,-0.191788289,0.029037126
66.7,-0.188251766,0.041395445
66.8,-0.183495838,0.053484015
66.9,-0.177555901,0.065228726
67,-0.17046431,0.076559968
67.1,-0.162264982,0.087399844
67.2,-0.1530099,0.097673704
67.3,-0.142757879,0.107311672
67.4,-0.131574573,0.116248647
67.5,-0.119532469,0.124424301
67.6,-0.106710892,0.131783081
67.7,-0.093196,0.138274206
67.8,-0.079079975,0.143852117
67.9,-0.064449673,0.148480674
68,-0.049404949,0.152121084
68.1,-0.034050386,0.154740885
68.2,-0.018490253,0.156317329
68.3,-0.002828496,0.156837383
68.4,0.012831252,0.156297729
68.5,0.028385682,0.154704764
68.6,0.043731798,0.152074601
68.7,0.058766926,0.148433069
68.8,0.073388769,0.143815653
68.9,0.087505082,0.13825677
69,0.101023391,0.13179507
69.1,0.113850918,0.124479364
69.2,0.125902375,0.116362954
69.3,0.137099963,0.107503637
69.4,0.147373376,0.097963704
69.5,0.156659799,0.087809937
69.6,0.164903907,0.077113613
69.7,0.172057867,0.065950502
69.8,0.178082913,0.054392723
69.9,0.182941748,0.042510126
70,0.186600386,0.03037996
70.1,0.189033954,0.018079109
70.2,0.190226699,0.005684076
70.3,0.190171988,-0.006729016
70.4,0.188872305,-0.019084422
70.5,0.186339256,-0.031306779
70.6,0.182593565,-0.043321104
70.7,0.177665075,-0.055052793
70.8,0.171587915,-0.066431038
70.9,0.164395277,-0.077385585
71,0.156132816,-0.087840254
71.1,0.146853073,-0.097723346
71.2,0.136615268,-0.106967868
71.3,0.125485305,-0.115511533
71.4,0.113535767,-0.123296764
71.5,0.100845919,-0.130270689
71.6,0.087501706,-0.136385146
71.7,0.073592799,-0.141598139
71.8,0.059204994,-0.145874752
71.9,0.044438729,-0.149177662
72,0.02939592,-0.151477854
72.1,0.014178195,-0.152755729
72.2,-0.001113111,-0.153001107
72.3,-0.016376951,-0.152213222
72.4,-0.031512568,-0.150400727
72.5,-0.046419495,-0.147581691
72.6,-0.060997556,-0.143783598
72.7,-0.07514804,-0.139042231
72.8,-0.088783604,-0.1333893
72.9,-0.101811668,-0.126866231
73,-0.114143506,-0.119521515
73.1,-0.12569769,-0.111408097
73.2,-0.136400088,-0.102583372
73.3,-0.14618386,-0.093109187
73.4,-0.154989466,-0.083051841
73.5,-0.16276466,-0.072482083
73.6,-0.169464661,-0.061474648
73.7,-0.175053178,-0.05009677
73.8,-0.17949303,-0.038420303
73.9,-0.182753266,-0.026520896
74,-0.18481188,-0.014473834
74.1,-0.185655812,-0.00235404
74.2,-0.185280946,0.009763926
74.3,-0.183692112,0.021805867
74.4,-0.180903085,0.033697949
74.5,-0.176936586,0.045366701
74.6,-0.171824208,0.056739084
74.7,-0.165597427,0.067748058
74.8,-0.158292473,0.07832155
74.9,-0.149955996,0.08838619
75,-0.140641177,0.097873249
75.1,-0.130407727,0.106718637
75.2,-0.119321883,0.114862904
75.3,-0.107456413,0.122251237
75.4,-0.094890616,0.128833465
75.5,-0.081710317,0.134564057
75.6,-0.068001252,0.13940504
75.7,-0.053850801,0.143321363
75.8,-0.039358393,0.146278423
75.9,-0.024623356,0.148250653
76,-0.009744751,0.149221617
76.1,0.005178625,0.149184009
76.2,0.020048238,0.148139654
76.3,0.034765822,0.146099505
76.4,0.049233371,0.143083646
76.5,0.063353147,0.139121291
76.6,0.07703147,0.134247004
76.7,0.090183143,0.128492111
76.8,0.102717217,0.121899851
76.9,0.114549025,0.114518526
77,0.125601008,0.106400842
77.1,0.13580271,0.097603912
77.2,0.145090784,0.088189251
77.3,0.153408984,0.078222782
77.4,0.160708175,0.067774829
77.5,0.166947017,0.05691776
77.6,0.172090236,0.045716129
77.7,0.176102078,0.034242824
77.8,0.178954714,0.022571888
77.9,0.180629088,0.010777022
78,0.181114917,-0.001068422
78.1,0.180410689,-0.012891437
78.2,0.178523663,-0.024619361
78.3,0.175469874,-0.036179881
78.4,0.171274125,-0.047501026
78.5,0.165968837,-0.058512161
78.6,0.159583773,-0.069148164
78.7,0.152158353,-0.079336406
78.8,0.143740079,-0.089006569
78.9,0.134382839,-0.098092906
79,0.124146899,-0.106534243
79.1,0.113098905,-0.114273974
79.2,0.101311885,-0.121260064
79.3,0.088865247,-0.127445049
79.4,0.07584449,-0.132786188
79.5,0.062330623,-0.137249348
79.6,0.048414592,-0.140798833
79.7,0.03419345,-0.143403654
79.8,0.019764008,-0.145041678
79.9,0.005222837,-0.145699627
80,-0.009333737,-0.145373077
80.1,-0.023809625,-0.144066459
80.2,-0.038108984,-0.141793058
80.3,-0.052136208,-0.138575015
80.4,-0.065795938,-0.134443324
80.5,-0.079001119,-0.129429406
80.6,-0.09166582,-0.123567098
80.7,-0.1037025,-0.11690027
80.8,-0.11503054,-0.109477145
80.9,-0.125576242,-0.101350302
81,-0.135272829,-0.092576673
81.1,-0.144060445,-0.083217545
81.2,-0.151886158,-0.073338557
81.3,-0.158703953,-0.063009705
81.4,-0.164476063,-0.052299297
81.5,-0.169167199,-0.041271973
81.6,-0.172744181,-0.030000388
81.7,-0.175182366,-0.018556998
81.8,-0.176465713,-0.007013932
81.9,-0.17658678,0.004557015
82,-0.175546725,0.016084374
82.1,-0.173355307,0.027497008
82.2,-0.170030885,0.038724109
82.3,-0.165600418,0.0496952
82.4,-0.160095601,0.06034302
82.5,-0.153546687,0.070602128
82.6,-0.145995531,0.080401128
82.7,-0.13749054,0.08967276
82.8,-0.128086359,0.098354265
82.9,-0.117843868,0.106387385
83,-0.106830181,0.113718362
