Time(s),phi,phi_dot
83.1,-0.209530963,-0.00622306
83.2,-0.21001027,-0.003528803
83.3,-0.210236399,-0.001169141
83.4,-0.210246468,0.000860189
83.5,-0.210071538,0.002563026
83.6,-0.209742118,0.003944099
83.7,-0.209291013,0.005012434
83.8,-0.208749184,0.005779808
83.9,-0.208145756,0.006260748
84,-0.207508011,0.006472533
84.1,-0.206861388,0.006435191
84.2,-0.206229491,0.006171499
84.3,-0.205633831,0.005706305
84.4,-0.20509325,0.005063944
84.5,-0.204624771,0.004271403
84.6,-0.204242356,0.003356786
84.7,-0.203956785,0.00234906
84.8,-0.203775658,0.001278065
84.9,-0.203703391,0.000174507
85,-0.203741346,-0.000930442
85.1,-0.203888373,-0.002006556
85.2,-0.204140103,-0.003022711
85.3,-0.204489197,-0.003948779
85.4,-0.204925405,-0.004755861
85.5,-0.205435564,-0.005416299
85.6,-0.2060036,-0.005903665
85.7,-0.206610531,-0.00619277
85.8,-0.207235696,-0.006260472
85.9,-0.207855966,-0.006085282
86,-0.208445214,-0.005647231
86.1,-0.208976137,-0.004929098
86.2,-0.209420266,-0.003916417
86.3,-0.209747959,-0.002597472
86.4,-0.209928408,-0.0009633
86.5,-0.209929879,0.000992298
86.6,-0.209721554,0.003273061
86.7,-0.209269052,0.005880665
86.8,-0.208538248,0.008813598
86.9,-0.207496444,0.012067001
87,-0.206112364,0.015632668
87.1,-0.204356154,0.019499042
87.2,-0.202199383,0.023651219
87.3,-0.1996155,0.028070984
87.4,-0.196587898,0.03273798
87.5,-0.193089351,0.037628954
87.6,-0.189091537,0.042717304
87.7,-0.184571434,0.047973361
87.8,-0.179511323,0.053364391
87.9,-0.173898789,0.058854595
88,-0.167726717,0.064405105
88.1,-0.160993298,0.06997399
88.2,-0.153702023,0.075516254
88.3,-0.145861686,0.080983833
88.4,-0.137486385,0.086325598
88.5,-0.128594068,0.091493422
88.6,-0.119200514,0.096452238
88.7,-0.109327559,0.101145371
88.8,-0.099002217,0.105518741
88.9,-0.088256284,0.109523445
89,-0.077126342,0.113115764
89.1,-0.065653758,0.116257154
89.2,-0.053884682,0.118914256
89.3,-0.041870046,0.121058887
89.4,-0.02966557,0.122668047
89.5,-0.017331755,0.123723914
89.6,-0.004927461,0.124214915
89.7,0.007500762,0.124136121
89.8,0.019891747,0.12348515
89.9,0.032185976,0.122266674
90,0.044326921,0.120492695
90.1,0.056261045,0.118182547
90.2,0.067937802,0.115362895
90.3,0.079309639,0.112067737
90.4,0.090331992,0.108338401
90.5,0.100963288,0.104223548
90.6,0.111167817,0.099771364
90.7,0.120916162,0.095020082
90.8,0.130177571,0.090019472
90.9,0.138926888,0.084818974
91,0.147144793,0.079467182
91.1,0.154817794,0.07401184
91.2,0.161938233,0.068499848
91.3,0.168504282,0.062977259
91.4,0.174519946,0.057489279
91.5,0.179994956,0.052080111
91.6,0.184938071,0.04678476
91.7,0.1893601,0.041637019
91.8,0.193276836,0.036670693
91.9,0.196706863,0.031915643
92,0.199671558,0.027397796
92.1,0.202195089,0.023139133
92.2,0.204304419,0.019157699
92.3,0.2060293,0.015467598
92.4,0.207402233,0.012079
92.5,0.208452805,0.008999732
92.6,0.209211206,0.006236878
92.7,0.209710114,0.003794397
92.8,0.209981625,0.001672967
92.9,0.210057263,-0.000130019
93,0.209967971,-0.001620454
93.1,0.209744117,-0.002807513
93.2,0.209415493,-0.003703656
93.3,0.209011308,-0.004324625
93.4,0.208558003,-0.004686757
93.5,0.208080439,-0.004807334
93.6,0.207602504,-0.004706729
93.7,0.207145421,-0.004407046
93.8,0.206727747,-0.003932114
93.9,0.206365376,-0.00330749
94,0.206071534,-0.002560461
94.1,0.20585673,-0.001719454
94.2,0.205728951,-0.00081249
94.3,0.205693792,0.000130616
94.4,0.205753788,0.001080227
94.5,0.205908373,0.00200707
94.6,0.206153881,0.002882243
94.7,0.206483548,0.003677212
94.8,0.206887509,0.004363808
94.9,0.207352976,0.004914423
95,0.207865945,0.005303969
95.1,0.208408626,0.005507461
95.2,0.208960869,0.005501577
95.3,0.209500766,0.005265294
95.4,0.210004649,0.004779893
95.5,0.210447092,0.004028953
95.6,0.210800912,0.002998356
95.7,0.211037325,0.001676297
95.8,0.211127699,5.33E-05
95.9,0.211040421,-0.001878215
96,0.21074346,-0.004122691
96.1,0.210205313,-0.006681633
96.2,0.209395008,-0.009553434
96.3,0.208282105,-0.012733404
96.4,0.206836695,-0.016213776
96.5,0.205036468,-0.019981816
96.6,0.202859045,-0.024022827
96.7,0.200268079,-0.028323823
96.8,0.197231472,-0.032868029
96.9,0.193721682,-0.037634799
97,0.189715722,-0.042599611
97.1,0.185195163,-0.047734067
97.2,0.180146131,-0.053005898
97.3,0.174559311,-0.058378957
97.4,0.168429943,-0.063813224
97.5,0.161757822,-0.069264805
97.6,0.154547302,-0.074685932
97.7,0.146807273,-0.080025511
97.8,0.138548296,-0.085254096
97.9,0.129780323,-0.090327568
98,0.12051807,-0.095190142
98.1,0.11078161,-0.099789888
98.2,0.100596376,-0.104078731
98.3,0.089993163,-0.108012451
98.4,0.079008123,-0.111550681
98.5,0.06768277,-0.114656912
98.6,0.056063976,-0.117298485
98.7,0.044203973,-0.1194466
98.8,0.032160353,-0.121076309
98.9,0.01999056,-0.122168672
99,0.007735862,-0.122715358
99.1,-0.004545193,-0.122705499
99.2,-0.016793837,-0.122134774
99.3,-0.028953621,-0.121006526
99.4,-0.04097042,-0.119331762
99.5,-0.052792425,-0.117129149
99.6,-0.064370153,-0.114425021
99.7,-0.075656436,-0.111253372
99.8,-0.086606431,-0.107655862
99.9,-0.097177613,-0.103681811
