Time(s),phi,phi_dot
13.4,-0.092162276,0.107245005
13.5,-0.081252219,0.111062025
13.6,-0.06997795,0.11444897
13.7,-0.058382579,0.117369256
13.8,-0.046513802,0.119791779
13.9,-0.034423901,0.121690907
14,-0.022169744,0.123046487
14.1,-0.009812785,0.123843843
14.2,0.002590769,0.124074888
14.3,0.014992271,0.12373675
14.4,0.027330257,0.122830378
14.5,0.039546129,0.121363789
14.6,0.051584466,0.119352115
14.7,0.063393021,0.116817605
14.8,0.074922722,0.113789622
14.9,0.086127673,0.110304646
15,0.096965153,0.106406273
15.1,0.107395618,0.102145215
15.2,0.117386755,0.097566976
15.3,0.126909781,0.092712116
15.4,0.135936201,0.087630745
15.5,0.144443271,0.082371936
15.6,0.152414005,0.076983709
15.7,0.159837173,0.071513031
15.8,0.166707299,0.066005818
15.9,0.173024666,0.060506933
16,0.178795314,0.055060189
16.1,0.184030707,0.049707914
16.2,0.188740046,0.044482689
16.3,0.192935824,0.039417421
16.4,0.196634985,0.034543988
16.5,0.199857102,0.029890365
16.6,0.202624377,0.025480627
16.7,0.204961637,0.021334947
16.8,0.206896342,0.017469598
16.9,0.208458578,0.013896951
17,0.209680809,0.01062552
17.1,0.210591743,0.007662116
17.2,0.211222123,0.005012458
17.3,0.211604155,0.002679081
17.4,0.211769389,0.000661333
17.5,0.211748726,-0.001044626
17.6,0.211572415,-0.002445825
17.7,0.21127005,-0.003552477
17.8,0.210870576,-0.004377988
17.9,0.210402199,-0.004938851
18,0.209889962,-0.005251395
18.1,0.209358044,-0.005333812
18.2,0.208829025,-0.005206872
18.3,0.208322839,-0.004892992
18.4,0.207856777,-0.004416235
18.5,0.207445487,-0.003802313
18.6,0.20710097,-0.003078584
18.7,0.206832484,-0.002272901
18.8,0.206646943,-0.001413304
18.9,0.206548761,-0.000529274
19,0.206539319,0.000350118
19.1,0.206616966,0.001196236
19.2,0.206777017,0.001980876
19.3,0.207011756,0.002676267
19.4,0.207310431,0.003255073
19.5,0.207659376,0.003690506
19.6,0.208043874,0.003958321
19.7,0.208445686,0.004034782
19.8,0.208844175,0.003897733
19.9,0.209217059,0.003527323
20,0.20954041,0.002906001
20.1,0.209788655,0.002018523
20.2,0.209934578,0.000851944
20.3,0.209949813,-0.000604346
20.4,0.209805492,-0.002358783
20.5,0.209470183,-0.004417441
20.6,0.208912733,-0.00678339
20.7,0.208102518,-0.009456663
20.8,0.207009442,-0.012434251
20.9,0.205603937,-0.015710109
21,0.203858585,-0.019274733
21.1,0.20175604,-0.023113511
21.2,0.19926324,-0.027213835
21.3,0.196347174,-0.031560534
21.4,0.192979238,-0.036134689
21.5,0.189135238,-0.040913637
21.6,0.184795389,-0.045870967
21.7,0.179944311,-0.050976523
21.8,0.174571034,-0.056196403
21.9,0.168668998,-0.061492957
22,0.162236048,-0.066824791
22.1,0.155274439,-0.072146764
22.2,0.147790833,-0.077409988
22.3,0.139795064,-0.082579671
22.4,0.131295735,-0.08761901
22.5,0.122304935,-0.092472893
22.6,0.112840079,-0.097089793
22.7,0.102923907,-0.101421778
22.8,0.092584483,-0.105424515
22.9,0.081855198,-0.109057268
23,0.070774767,-0.112282899
23.1,0.059387231,-0.115067867
23.2,0.047741954,-0.117382229
23.3,0.035893628,-0.11919964
23.4,0.023900297,-0.120498075
23.5,0.011803103,-0.121266283
23.6,-0.000344128,-0.121492494
23.7,-0.012483875,-0.121170089
23.8,-0.024560637,-0.120299945
23.9,-0.036520929,-0.118890442
24,-0.048313286,-0.116957457
24.1,-0.05988826,-0.114524368
24.2,-0.07119842,-0.111622053
24.3,-0.082198357,-0.108288888
24.4,-0.092845283,-0.104569629
24.5,-0.103106304,-0.100498646
24.6,-0.112946707,-0.096117399
24.7,-0.122334632,-0.091471682
24.8,-0.13124386,-0.086607308
24.9,-0.13965381,-0.081570111
25,-0.147549538,-0.076405946
25.1,-0.154921742,-0.071160687
25.2,-0.161766757,-0.065880227
25.3,-0.168086557,-0.060610481
25.4,-0.173887392,-0.055392391
25.5,-0.179174819,-0.050257427
25.6,-0.183957416,-0.045243523
25.7,-0.188246934,-0.040385252
25.8,-0.192058236,-0.035713345
25.9,-0.195409297,-0.031254702
26,-0.198321199,-0.027032382
26.1,-0.200818135,-0.023065612
26.2,-0.202927408,-0.019369779
26.3,-0.204679434,-0.015956437
26.4,-0.206107734,-0.0128333
26.5,-0.207245796,-0.01000492
26.6,-0.208116268,-0.00747648
26.7,-0.208749446,-0.005250264
26.8,-0.209175998,-0.003325355
26.9,-0.209425693,-0.001697806
27,-0.20952739,-0.000360644
27.1,-0.209509047,0.000696134
27.2,-0.209397717,0.001485558
27.3,-0.209219547,0.002023688
27.4,-0.208999654,0.002329446
27.5,-0.208759706,0.002420932
27.6,-0.208520407,0.002318275
27.7,-0.20830061,0.002043848
27.8,-0.208116439,0.001621318
27.9,-0.207981296,0.001075648
28,-0.207905857,0.000433093
28.1,-0.207898074,-0.000278796
28.2,-0.207963264,-0.001032063
28.3,-0.208104381,-0.001799244
28.4,-0.208321606,-0.002551674
28.5,-0.208612311,-0.003261354
28.6,-0.208971052,-0.003901021
28.7,-0.209389572,-0.004444145
28.8,-0.209856806,-0.004864932
28.9,-0.210358873,-0.005138318
29,-0.210879692,-0.005240509
29.1,-0.211401825,-0.005149938
29.2,-0.211904054,-0.004845397
29.3,-0.212363682,-0.004307921
29.4,-0.212756708,-0.003520936
29.5,-0.213057827,-0.002470258
29.6,-0.213240435,-0.001144097
29.7,-0.213276621,0.000466948
29.8,-0.213137739,0.002369865
29.9,-0.212795417,0.00456955
30,-0.212217976,0.007068749
30.1,-0.21137438,0.009867178
30.2,-0.210234702,0.012961469
30.3,-0.208770128,0.016345168
30.4,-0.206952953,0.020008733
30.5,-0.204756586,0.023939538
30.6,-0.202157564,0.028121938
30.7,-0.199139494,0.032538049
30.8,-0.195673564,0.037167392
30.9,-0.191733428,0.041986431
31,-0.187297553,0.046968582
31.1,-0.182349218,0.052084209
31.2,-0.176876515,0.057300625
31.3,-0.170872347,0.062582095
31.4,-0.16433443,0.067889834
31.5,-0.157265293,0.073182007
31.6,-0.149672276,0.078413727
31.7,-0.141567532,0.083537061
31.8,-0.132965838,0.08851163
31.9,-0.123880876,0.093300802
32,-0.114331755,0.097850058
32.1,-0.104342383,0.102108929
32.2,-0.093941421,0.106031403
32.3,-0.083162279,0.109575925
32.4,-0.072043119,0.1127054
32.5,-0.060626856,0.115387188
32.6,-0.048961154,0.117593108
32.7,-0.037098429,0.119299434
32.8,-0.025095849,0.120486901
32.9,-0.013007367,0.121142498
33,-0.000877141,0.121259401
33.1,0.011236517,0.120832381
33.2,0.02327713,0.119863168
33.3,0.035190766,0.118360648
33.4,0.046926035,0.11634086
33.5,0.058434091,0.113826996
33.6,0.069668631,0.110849402
33.7,0.080585896,0.107445578
33.8,0.091144671,0.103660179
33.9,0.101309338,0.09953763
34,0.111050501,0.095113506
34.1,0.120337027,0.090434599
34.2,0.129143173,0.085547698
34.3,0.13744882,0.080499122
34.4,0.145239473,0.075334713
34.5,0.152506263,0.070099842
34.6,0.159245946,0.064839409
34.7,0.165460901,0.059597837
34.8,0.171159029,0.054418679
34.9,0.176349132,0.049333983
35,0.181040726,0.044377969
35.1,0.185246742,0.039585588
35.2,0.188982966,0.034987849
35.3,0.192268035,0.030611824
35.4,0.195123438,0.026480642
35.5,0.197573518,0.022613496
35.6,0.19964547,0.019025636
35.7,0.201369341,0.015728374
35.8,0.202778031,0.012729082
35.9,0.203907293,0.010031194
36,0.204787358,0.007636705
36.1,0.205442803,0.00554813
36.2,0.205905286,0.003763762
36.3,0.206205307,0.002278916
36.4,0.206372174,0.00108594
36.5,0.206433994,0.000174213
36.6,0.206417684,-0.000469855
36.7,0.206348962,-0.000862824
36.8,0.206252352,-0.001024221
36.9,0.20615036,-0.00097516
37,0.206062506,-0.000735919
37.1,0.206007328,-0.000330007
37.2,0.206000577,0.000217831
37.3,0.206055134,0.000881726
37.4,0.206181007,0.001634688
37.5,0.206385338,0.002448601
37.6,0.206672399,0.003294545
37.7,0.207043777,0.004145117
37.8,0.207498547,0.004970631
37.9,0.208033063,0.00574179
38,0.208640936,0.006430483
38.1,0.209313031,0.007009787
38.2,0.210037469,0.007453967
38.3,0.210799625,0.007738476
38.4,0.211582131,0.007839952
38.5,0.212364876,0.007736226
38.6,0.213125005,0.007406313
38.7,0.213840149,0.006832277
38.8,0.214485593,0.005997953
38.9,0.215033265,0.004888399
39,0.215454619,0.003491473
39.1,0.21572064,0.001797832
39.2,0.215801842,-0.000199069
39.3,0.21566827,-0.002502977
39.4,0.215289495,-0.00511484
39.5,0.214635683,-0.00803284
39.6,0.21367871,-0.011253329
39.7,0.212385202,-0.014770582
39.8,0.210723539,-0.018575575
39.9,0.208664612,-0.022655922
40,0.206181829,-0.026995882
40.1,0.203251107,-0.031576355
40.2,0.19985088,-0.036374883
40.3,0.195962095,-0.041365651
40.4,0.19156846,-0.046519695
40.5,0.186661621,-0.051810508
40.6,0.181226568,-0.057203694
40.7,0.175249053,-0.062659942
40.8,0.168720647,-0.068138662
40.9,0.161638731,-0.073597994
41,0.154006504,-0.0789948
41.1,0.145832978,-0.084284667
41.2,0.137132979,-0.089421907
41.3,0.12792715,-0.094359558
41.4,0.118241946,-0.099049382
41.5,0.108109625,-0.103441889
41.6,0.097559727,-0.107499636
41.7,0.086624305,-0.111180943
41.8,0.075344176,-0.114437536
41.9,0.06376297,-0.117228307
42,0.051927123,-0.119519315
42.1,0.039885884,-0.121283789
42.2,0.02769131,-0.122502123
42.3,0.015398268,-0.12316188
42.4,0.003064435,-0.12325779
42.5,-0.009249704,-0.122791751
42.6,-0.021484978,-0.121771834
42.7,-0.033595242,-0.120207771
42.8,-0.045523004,-0.118116254
42.9,-0.057213371,-0.115519668
43,-0.068616012,-0.112445731
43.1,-0.07968516,-0.108927498
43.2,-0.09037961,-0.105003357
43.3,-0.10066272,-0.100717027
43.4,-0.11050241,-0.096117567
43.5,-0.119871162,-0.091259365
43.6,-0.128746972,-0.0861954
43.7,-0.137112225,-0.080965193
43.8,-0.14495005,-0.075619127
43.9,-0.152248691,-0.070206074
44,-0.159001716,-0.064772489
44.1,-0.165208011,-0.059362405
44.2,-0.170871783,-0.054017435
44.3,-0.176002561,-0.048776773
44.4,-0.180615192,-0.04367719
44.5,-0.184729846,-0.038753037
44.6,-0.188367665,-0.034032928
44.7,-0.191546386,-0.029540596
44.8,-0.194290006,-0.025302096
44.9,-0.196624201,-0.021339559
45,-0.198576209,-0.017671074
45.1,-0.200174831,-0.014310692
45.2,-0.201450429,-0.011268424
45.3,-0.202434931,-0.008550238
45.4,-0.203161825,-0.006158066
45.5,-0.203666162,-0.004089798
45.6,-0.203983687,-0.002339873
45.7,-0.204142853,-0.000905084
45.8,-0.204174217,0.000221909
45.9,-0.204108233,0.001052157
46,-0.203973719,0.001599479
46.1,-0.203797856,0.001880464
46.2,-0.203606169,0.001914431
46.3,-0.20342213,0.001722313
46.4,-0.203267698,0.001326939
46.5,-0.203162298,0.000752901
46.6,-0.203122476,2.62E-05
46.7,-0.203161894,-0.000825559
46.8,-0.203291334,-0.00177356
46.9,-0.203518085,-0.002789111
47,-0.203847355,-0.003841798
47.1,-0.204282024,-0.004900172
47.2,-0.204821831,-0.00593359
47.3,-0.205463371,-0.006912213
47.4,-0.206200096,-0.007807008
47.5,-0.207022318,-0.008589746
47.6,-0.207917202,-0.009233004
47.7,-0.208868774,-0.009710165
47.8,-0.209857915,-0.009995416
47.9,-0.210863506,-0.010064636
48,-0.211865411,-0.00989793
48.1,-0.212837738,-0.009474632
48.2,-0.213753099,-0.008776488
48.3,-0.214583177,-0.007788081
48.4,-0.215298725,-0.006496837
48.5,-0.215869568,-0.004893018
48.6,-0.216264599,-0.002969729
48.7,-0.216451785,-0.000722911
48.8,-0.216398795,0.001848739
48.9,-0.216075349,0.004745021
49,-0.215446517,0.0079635
49.1,-0.214478332,0.011498377
49.2,-0.213138888,0.015340487
49.3,-0.211398337,0.019477296
49.4,-0.209228892,0.023892906
49.5,-0.206604825,0.028568048
49.6,-0.203502469,0.03348009
49.7,-0.19990259,0.038604132
49.8,-0.195790905,0.043914885
49.9,-0.19114367,0.049380004
50,-0.185941611,0.05496434
50.1,-0.180171179,0.06063041
50.2,-0.173824551,0.066338402
50.3,-0.166899628,0.072046171
50.4,-0.159400035,0.077709242
50.5,-0.151335122,0.08328081
50.6,-0.142719963,0.088711737
50.7,-0.133575357,0.093950556
50.8,-0.123926817,0.098946167
50.9,-0.113796504,0.103661825
51,-0.103213991,0.108042838
51.1,-0.09221436,0.11203581
51.2,-0.080836796,0.115593682
51.3,-0.069124586,0.118675739
51.4,-0.057125117,0.121247604
51.5,-0.04488988,0.123281238
51.6,-0.032474465,0.124754946
51.7,-0.019938565,0.125653369
51.8,-0.007345975,0.125967489
51.9,0.005245203,0.125694649
52,0.01778355,0.124836748
52.1,0.030205964,0.123401077
52.2,0.042452951,0.121401822
52.3,0.054468866,0.11886008
52.4,0.066201912,0.115803857
52.5,0.077604139,0.112268069
52.6,0.088631448,0.108294539
52.7,0.099243588,0.103932002
52.8,0.109404155,0.099236099
52.9,0.119084102,0.094255045
53,0.128257232,0.089033079
53.1,0.136898912,0.083623365
53.2,0.144990432,0.078077473
53.3,0.15251901,0.072445383
53.4,0.159477788,0.066775477
53.5,0.165865834,0.061114548
53.6,0.171688142,0.055507794
53.7,0.176955631,0.049998819
53.8,0.18168448,0.044628468
53.9,0.185888619,0.039426464
54,0.189585239,0.034426731
54.1,0.192794944,0.029661349
54.2,0.1955408,0.025158147
54.3,0.197848335,0.020940703
54.4,0.199745538,0.017028347
54.5,0.201262863,0.013436158
54.6,0.202433223,0.010174965
54.7,0.203291997,0.007251346
54.8,0.203877022,0.004667633
54.9,0.204227044,0.002422731
55,0.204370773,0.000518405
55.1,0.204341241,-0.001048496
55.2,0.204172027,-0.002285128
55.3,0.203895441,-0.003201765
55.4,0.203542522,-0.003811803
55.5,0.203143002,-0.004131715
55.6,0.202724751,-0.004179892
55.7,0.202314488,-0.003976929
55.8,0.201936556,-0.003545608
55.9,0.201612508,-0.002910645
56,0.201361103,-0.002098684
56.1,0.201198311,-0.001138292
56.2,0.201136751,-5.86E-05
56.3,0.201187063,0.001109534
56.4,0.201357329,0.002334199
56.5,0.201652196,0.003583637
56.6,0.202072873,0.004826303
56.7,0.202617135,0.006030855
56.8,0.20327932,0.007166151
56.9,0.204050331,0.008201249
57,0.204917641,0.009105419
57.1,0.205867504,0.009850817
57.2,0.206882961,0.010410286
57.3,0.207943327,0.010756979
57.4,0.209026023,0.010866598
57.5,0.210106574,0.010717393
57.6,0.211158613,0.010290161
57.7,0.212153878,0.009568249
57.8,0.213062213,0.008537554
57.9,0.213851568,0.007186518
58,0.214490269,0.005506011
58.1,0.214945137,0.003488674
58.2,0.215180442,0.00112995
58.3,0.215161305,-0.001571435
58.4,0.214853705,-0.004613473
58.5,0.214224472,-0.007990877
58.6,0.213241295,-0.011695076
58.7,0.211872717,-0.015714218
58.8,0.210096023,-0.020031804
58.9,0.20788684,-0.024630185
59,0.205207858,-0.029492031
59.1,0.202026702,-0.034596093
59.2,0.198316101,-0.039917172
59.3,0.194053886,-0.045426115
59.4,0.189222988,-0.051089815
59.5,0.183811444,-0.056871215
59.6,0.177812393,-0.062729304
59.7,0.171224075,-0.068619117
59.8,0.164049834,-0.074491738
59.9,0.156298116,-0.080294297
60,0.14798214,-0.085973421
60.1,0.139114523,-0.091499386
60.2,0.129709976,-0.096816238
60.3,0.119789003,-0.101864284
60.4,0.109377712,-0.106588426
60.5,0.098507817,-0.110938163
60.6,0.087216635,-0.114867593
60.7,0.075547086,-0.118335409
60.8,0.063547695,-0.1213049
60.9,0.051272591,-0.123743954
61,0.038781508,-0.125625054
61.1,0.026139783,-0.12692528
61.2,0.013403718,-0.127630311
61.3,0.000624407,-0.127732038
61.4,-0.012132769,-0.127224731
61.5,-0.024805135,-0.126110855
61.6,-0.037332781,-0.124401094
61.7,-0.049658567,-0.122114346
61.8,-0.061728121,-0.119277728
61.9,-0.073489839,-0.115926575
62,-0.084894884,-0.112104435
62.1,-0.095897189,-0.107863074
62.2,-0.106459062,-0.103248259
62.3,-0.116546144,-0.098303185
62.4,-0.126124548,-0.093080732
62.5,-0.135166672,-0.087633306
62.6,-0.143651189,-0.082012841
62.7,-0.151563058,-0.076270797
62.8,-0.158893513,-0.070458161
62.9,-0.165640073,-0.064625447
63,-0.171806535,-0.058822697
63.1,-0.177402015,-0.053096299
63.2,-0.182435013,-0.047480742
63.3,-0.186917066,-0.042017119
63.4,-0.190863229,-0.03674356
63.5,-0.194291871,-0.031693938
63.6,-0.197224679,-0.02689787
63.7,-0.19968665,-0.022380716
63.8,-0.201706098,-0.01816358
63.9,-0.203314649,-0.014263307
64,-0.204547245,-0.010692487
64.1,-0.205442142,-0.007459452
64.2,-0.206038823,-0.00456908
64.3,-0.206365218,-0.002028331
64.4,-0.206455425,0.000160546
64.5,-0.206344741,0.001999342
64.6,-0.206067687,0.003493223
64.7,-0.205658005,0.004650728
64.8,-0.205148656,0.005483768
64.9,-0.204571168,0.006006859
65,-0.203955968,0.006236308
65.1,-0.203332153,0.006191173
65.2,-0.202726222,0.005892802
65.3,-0.202162078,0.005364833
65.4,-0.201661027,0.004633189
65.5,-0.201241681,0.00372591
65.6,-0.200919609,0.002671595
65.7,-0.200708754,0.001501059
65.8,-0.200619877,0.000245824
65.9,-0.200660227,-0.001062334
66,-0.200833537,-0.002391385
66.1,-0.201140028,-0.003709049
66.2,-0.201576404,-0.004982792
66.3,-0.202135866,-0.00617984
66.4,-0.202809605,-0.00726963
66.5,-0.203585554,-0.008221774
66.6,-0.204448125,-0.009006182
66.7,-0.205379273,-0.009594963
66.8,-0.206358499,-0.009962426
66.9,-0.207362848,-0.010085083
67,-0.208366912,-0.009941643
67.1,-0.209342826,-0.009513019
67.2,-0.210260613,-0.008782397
67.3,-0.21109084,-0.007735601
67.4,-0.211800029,-0.006360087
67.5,-0.21235379,-0.00464628
67.6,-0.212717826,-0.002587863
67.7,-0.212857932,-0.000181778
67.8,-0.212739996,0.002571778
67.9,-0.212330001,0.00566935
68,-0.211594909,0.009104141
68.1,-0.210506606,0.012866548
68.2,-0.209028495,0.016946095
68.3,-0.207125204,0.021328895
68.4,-0.204764991,0.02599726
68.5,-0.201919741,0.030929699
68.6,-0.198564968,0.036100916
68.7,-0.194679812,0.041481813
68.8,-0.190247041,0.04703949
68.9,-0.185253052,0.052737243
69,-0.179687879,0.058534585
69.1,-0.173548691,0.064397314
69.2,-0.166829501,0.070283628
69.3,-0.159524571,0.076141852
69.4,-0.151634691,0.081920704
69.5,-0.143167183,0.087569298
69.6,-0.134135896,0.093037147
69.7,-0.124561211,0.098274158
69.8,-0.114470037,0.103230632
69.9,-0.103895814,0.10785727
70,-0.092878513,0.112105167
70.1,-0.08146463,0.115925813
70.2,-0.069698936,0.119279425
70.3,-0.05762219,0.12213313
70.4,-0.045289288,0.124445706
70.5,-0.032756468,0.126184553
70.6,-0.020081043,0.127326003
70.7,-0.007321404,0.127855316
70.8,0.005462984,0.127766681
70.9,0.018211579,0.127063217
71,0.030862764,0.125756971
71.1,0.043353846,0.123868919
71.2,0.055625673,0.121425847
71.3,0.067631499,0.118451463
71.4,0.079315533,0.114980028
71.5,0.090626544,0.111050098
71.6,0.101519176,0.106703759
71.7,0.111953951,0.101986631
71.8,0.121897261,0.096947864
71.9,0.131321376,0.091640141
72,0.140204439,0.086119675
72.1,0.148530468,0.080446211
72.2,0.156289033,0.07467374
72.3,0.163471585,0.068843442
72.4,0.170072452,0.063006368
72.5,0.17609083,0.057210399
72.6,0.181530807,0.051499875
72.7,0.186401359,0.045915587
72.8,0.190716352,0.040494783
72.9,0.19449454,0.035271166
73,0.197759567,0.030274893
73.1,0.200539967,0.025532575
73.2,0.202866484,0.02106665
73.3,0.204762071,0.016895331
73.4,0.20625707,0.013037249
73.5,0.207383554,0.009507526
73.6,0.208174258,0.00631738
73.7,0.208662574,0.003474126
73.8,0.208882556,0.000981175
73.9,0.208868916,-0.001161965
74,0.208657027,-0.002959692
74.1,0.20828292,-0.004420306
74.2,0.207780824,-0.005554186
74.3,0.207180628,-0.006370658
74.4,0.206514509,-0.006883585
74.5,0.205812477,-0.007109459
74.6,0.205102195,-0.007067295
74.7,0.204408972,-0.00677862
74.8,0.203755769,-0.006267484
74.9,0.203163197,-0.005560452
75,0.202649258,-0.004685413
75.1,0.202229571,-0.003670467
75.2,0.201917293,-0.002545963
75.3,0.201722184,-0.001342745
75.4,0.201650598,-9.21E-05
75.5,0.201705477,0.001174198
75.6,0.201886356,0.002423968
75.7,0.202189503,0.003624876
75.8,0.202608878,0.004746465
75.9,0.203134802,0.005757115
76,0.203754678,0.006626499
76.1,0.204453227,0.007326167
76.2,0.205212482,0.007829551
76.3,0.20601179,0.008111963
76.4,0.206827812,0.008150592
76.5,0.207634522,0.007924509
76.6,0.208404645,0.00741514
76.7,0.209109747,0.006606181
76.8,0.209717797,0.005483127
76.9,0.210196355,0.004034597
77,0.210512646,0.002252362
77.1,0.210633559,0.000131337
77.2,0.210525648,-0.00233041
77.3,0.210155131,-0.005131664
77.4,0.209490854,-0.008268247
77.5,0.208498943,-0.011734304
77.6,0.207143407,-0.015521026
77.7,0.205391039,-0.019615993
77.8,0.203211421,-0.024003171
77.9,0.200576916,-0.02866291
78,0.197462675,-0.03357195
78.1,0.193846634,-0.038703416
78.2,0.189709512,-0.044026821
78.3,0.185037981,-0.049511105
78.4,0.179820732,-0.055124373
78.5,0.174040203,-0.060824935
78.6,0.167684683,-0.066569494
78.7,0.160748692,-0.07231345
78.8,0.153232972,-0.078010895
78.9,0.145144496,-0.083614616
79,0.136496463,-0.089076097
79.1,0.127308301,-0.094345511
79.2,0.117605663,-0.099371729
79.3,0.10742043,-0.104102315
79.4,0.096787077,-0.108489529
79.5,0.085735387,-0.11249621
79.6,0.074306874,-0.116070099
79.7,0.062546775,-0.119165061
79.8,0.050503264,-0.121742651
79.9,0.038227451,-0.123772108
80,0.025773384,-0.125230361
80.1,0.013198048,-0.126102023
80.2,0.000561364,-0.126379396
80.3,-0.012073807,-0.126062469
80.4,-0.024642726,-0.125158664
80.5,-0.037095089,-0.123677799
80.6,-0.049372976,-0.12163572
80.7,-0.061417355,-0.119054905
80.8,-0.073173993,-0.115963383
80.9,-0.084593463,-0.112394733
81,-0.095631132,-0.108388087
81.1,-0.106247175,-0.103988129
81.2,-0.116406561,-0.099245094
81.3,-0.126079066,-0.094214769
81.4,-0.13523976,-0.08895534
81.5,-0.143869713,-0.083508525
81.6,-0.151950303,-0.077925222
81.7,-0.15946767,-0.072256769
81.8,-0.166413449,-0.066551945
81.9,-0.172784769,-0.060856972
82,-0.178584252,-0.055215511
82.1,-0.183820014,-0.049668665
82.2,-0.188505664,-0.044254978
82.3,-0.192660304,-0.039010435
82.4,-0.19630663,-0.033966939
82.5,-0.199462034,-0.029148406
82.6,-0.202149737,-0.024581815
82.7,-0.204395484,-0.02029105
82.8,-0.206226652,-0.016295972
82.9,-0.207672251,-0.012612413
83,-0.208762928,-0.009252182
