Time(s),phi,phi_dot
11.5,0.039884854,0.179959621
11.6,0.057645302,0.174893615
11.7,0.074813265,0.168126761
11.8,0.09122571,0.1597444
11.9,0.106725827,0.149843034
12,0.121161364,0.138541196
12.1,0.134396335,0.12596674
12.2,0.146311009,0.112256841
12.3,0.15680192,0.097557996
12.4,0.165781861,0.082026021
12.5,0.173180778,0.065820995
12.6,0.178941349,0.049080572
12.7,0.183009459,0.031950636
12.8,0.185347176,0.014578411
12.9,0.185933945,-0.002890035
13,0.184766585,-0.020309795
13.1,0.181859292,-0.037537124
13.2,0.177243635,-0.054429435
13.3,0.170968555,-0.070845306
13.4,0.16308934,-0.086650488
13.5,0.153668224,-0.101697341
13.6,0.142787303,-0.115833192
13.7,0.130542998,-0.128914295
13.8,0.117046053,-0.140805833
13.9,0.102421538,-0.151381919
14,0.086808847,-0.160525594
14.1,0.070360412,-0.168130125
14.2,0.053226723,-0.174111689
14.3,0.035581269,-0.178383116
14.4,0.017603862,-0.180877371
14.5,-0.000526542,-0.181555601
14.6,-0.018631844,-0.18040714
14.7,-0.036534801,-0.177449503
14.8,-0.054059023,-0.172728387
14.9,-0.071028979,-0.166317675
15,-0.087276431,-0.158309596
15.1,-0.102651574,-0.148790766
15.2,-0.117002512,-0.137875448
15.3,-0.13019227,-0.125688047
15.4,-0.14209997,-0.112361577
15.5,-0.152620827,-0.098037663
15.6,-0.161666147,-0.082866536
15.7,-0.169163602,-0.067006038
15.8,-0.175057221,-0.050597372
15.9,-0.179293011,-0.033782049
16,-0.181830533,-0.016706167
16.1,-0.182646564,0.000485308
16.2,-0.181735101,0.017648547
16.3,-0.179107356,0.034640854
16.4,-0.174791761,0.051320666
16.5,-0.168833963,0.067547558
16.6,-0.161291695,0.083185714
16.7,-0.152223303,0.098096211
16.8,-0.141707725,0.112127054
16.9,-0.129838418,0.125134739
17,-0.116722758,0.136985121
17.1,-0.102482034,0.147553412
17.2,-0.087251451,0.156724183
17.3,-0.071180066,0.164391429
17.4,-0.05441709,0.170470709
17.5,-0.037127958,0.174880149
17.6,-0.019490422,0.177550442
17.7,-0.001681081,0.178439774
17.8,0.016124616,0.177533823
17.9,0.033752371,0.174845761
18,0.051029041,0.170416254
18.1,0.067782631,0.16431346
18.2,0.083845003,0.156628931
18.3,0.099068283,0.147446968
18.4,0.113302852,0.136875718
18.5,0.126411398,0.125036212
18.6,0.138272514,0.112057767
18.7,0.148780698,0.098077984
18.8,0.157846354,0.083242746
18.9,0.165395792,0.067706223
19,0.171372702,0.051613758
19.1,0.175724922,0.035101731
19.2,0.178410073,0.018315107
19.3,0.179402827,0.001397715
19.4,0.178694902,-0.015507748
19.5,0.176295068,-0.032259723
19.6,0.172229141,-0.048717783
19.7,0.166539987,-0.064742637
19.8,0.159285545,-0.080197781
19.9,0.150523441,-0.094950321
20,0.140328979,-0.108850625
20.1,0.12879309,-0.121755356
20.2,0.11602023,-0.133531029
20.3,0.102128378,-0.144054015
20.4,0.087249034,-0.153210538
20.5,0.071527223,-0.160896677
20.6,0.055113744,-0.16702501
20.7,0.03816425,-0.171521564
20.8,0.020854442,-0.174315898
20.9,0.003359042,-0.175363781
21,-0.014148827,-0.174647797
21.1,-0.031497638,-0.172177344
21.2,-0.048517466,-0.167988633
21.3,-0.065039983,-0.16214469
21.4,-0.080898884,-0.154734716
21.5,-0.095946014,-0.145845495
21.6,-0.110036236,-0.135577389
21.7,-0.123032047,-0.12404866
21.8,-0.134811713,-0.111385355
21.9,-0.145269272,-0.097721316
22,-0.154314536,-0.083198172
22.1,-0.161873085,-0.067965345
22.2,-0.167887346,-0.052172482
22.3,-0.172308896,-0.035951882
22.4,-0.175094121,-0.019446448
22.5,-0.176215837,-0.002798927
22.6,-0.175663734,0.013849098
22.7,-0.17344437,0.030357212
22.8,-0.169581176,0.04658616
22.9,-0.164114452,0.062397857
23,-0.157101209,0.077655549
23.1,-0.148601631,0.092230062
23.2,-0.138686512,0.105977332
23.3,-0.127444814,0.118753471
23.4,-0.114978534,0.130425167
23.5,-0.101402706,0.140869686
23.6,-0.0868454,0.14997487
23.7,-0.071447719,0.15763914
23.8,-0.055361487,0.163773383
23.9,-0.038735458,0.168309703
24,-0.021740673,0.171180223
24.1,-0.004550816,0.172338654
24.2,0.012662719,0.17176482
24.3,0.029730828,0.16946465
24.4,0.046486702,0.165470187
24.5,0.062765818,0.15983958
24.6,0.078405948,0.152657089
24.7,0.093255222,0.144018693
24.8,0.107176167,0.13401483
24.9,0.120031348,0.122761312
25,0.131698683,0.11038152
25.1,0.142071805,0.097005872
25.2,0.151060063,0.082771819
25.3,0.158588522,0.067823848
25.4,0.16459823,0.052312304
25.5,0.16904497,0.036371292
25.6,0.171886206,0.020138475
25.7,0.173092992,0.003755708
25.8,0.172653066,-0.012636405
25.9,0.170570841,-0.028898513
26,0.166867408,-0.044892517
26.1,0.161580537,-0.060481572
26.2,0.154764677,-0.075530085
26.3,0.14648608,-0.089907176
26.4,0.13681103,-0.103480645
26.5,0.125826479,-0.116105665
26.6,0.113632568,-0.127647953
26.7,0.100341808,-0.13798491
26.8,0.086079076,-0.147005624
26.9,0.070981619,-0.154610868
27,0.055199053,-0.160713102
27.1,0.038882696,-0.165243492
27.2,0.022190677,-0.168144895
27.3,0.005297078,-0.169369364
27.4,-0.011627258,-0.168894133
27.5,-0.028414857,-0.166721713
27.6,-0.044901613,-0.162879893
27.7,-0.060926792,-0.157421742
27.8,-0.076333028,-0.150425605
27.9,-0.090967306,-0.141993335
28,-0.104695596,-0.132217128
28.1,-0.117384932,-0.121204792
28.2,-0.128912528,-0.109078045
28.3,-0.139171354,-0.095964517
28.4,-0.148070132,-0.081997749
28.5,-0.155533341,-0.067317189
28.6,-0.161501215,-0.052068201
28.7,-0.165930402,-0.03639514
28.8,-0.168785631,-0.020426588
28.9,-0.170036526,-0.004302919
29,-0.169668748,0.011835828
29.1,-0.167684415,0.027851074
29.2,-0.164102101,0.043605696
29.3,-0.158956842,0.058964032
29.4,-0.152300127,0.073791875
29.5,-0.144199901,0.087956483
29.6,-0.13472841,0.101333334
29.7,-0.12396588,0.113786159
29.8,-0.112011721,0.12517721
29.9,-0.098976699,0.135382138
30,-0.084982941,0.144289988
30.1,-0.070163933,0.151803204
30.2,-0.054664519,0.157837625
30.3,-0.038640637,0.162322636
30.4,-0.022242958,0.165209088
30.5,-0.005636917,0.166455796
30.6,0.011004827,0.166037894
30.7,0.027514616,0.163954592
30.8,0.043729788,0.160229174
30.9,0.059492682,0.154908999
31,0.074650637,0.1480655
31.1,0.089055991,0.139794189
31.2,0.102568775,0.130208635
31.3,0.115067379,0.119405318
31.4,0.126429935,0.107501941
31.5,0.136548057,0.094624701
31.6,0.145329231,0.08090415
31.7,0.152696823,0.066475194
31.8,0.158590076,0.051477094
31.9,0.162964107,0.036053467
32,0.165790045,0.02034317
32.1,0.167044369,0.004473597
32.2,0.166710534,-0.011415073
32.3,0.164788036,-0.027184109
32.4,0.161292545,-0.042696705
32.5,0.156255907,-0.057817977
32.6,0.149726142,-0.072414967
32.7,0.141767443,-0.086356638
32.8,0.132460166,-0.099513893
32.9,0.121887417,-0.111767053
33,0.110141371,-0.122985196
33.1,0.097333099,-0.133038067
33.2,0.083583397,-0.14181132
33.3,0.069022788,-0.149206521
33.4,0.053791521,-0.155141148
33.5,0.038039568,-0.159548589
33.6,0.021926629,-0.162378143
33.7,0.005607402,-0.163599143
33.8,-0.010756416,-0.163193987
33.9,-0.026993216,-0.161160167
34,-0.042938685,-0.157517188
34.1,-0.0584358,-0.152306573
34.2,-0.073334833,-0.14559186
34.3,-0.08749335,-0.137458604
34.4,-0.100776208,-0.128014373
34.5,-0.113056737,-0.117385511
34.6,-0.124226342,-0.105677567
34.7,-0.134177865,-0.093010474
34.8,-0.142816469,-0.079513931
34.9,-0.150063326,-0.065320102
35,-0.15585562,-0.050563621
35.1,-0.160146547,-0.035381588
35.2,-0.162905313,-0.019913571
35.3,-0.164117113,-0.004298155
35.4,-0.16377531,0.011341038
35.5,-0.161877436,0.026865426
35.6,-0.15843596,0.042136209
35.7,-0.153479081,0.05701759
35.8,-0.147050729,0.071376773
35.9,-0.139210559,0.085083965
36,-0.130033957,0.098012374
36.1,-0.11961204,0.110038209
36.2,-0.108046774,0.121044069
36.3,-0.095436701,0.130918135
36.4,-0.081903767,0.139538252
36.5,-0.067578954,0.146799215
36.6,-0.052600278,0.152614952
36.7,-0.037112786,0.156918528
36.8,-0.021268557,0.159662145
36.9,-0.005226704,0.160817139
37,0.01084906,0.160373988
37.1,0.026808619,0.158339837
37.2,0.042486285,0.154735872
37.3,0.057720412,0.149601241
37.4,0.072359497,0.142993511
37.5,0.086262171,0.13498866
37.6,0.099297204,0.125681085
37.7,0.111343504,0.115183599
37.8,0.122290118,0.10362743
37.9,0.132039452,0.091146933
38,0.140505712,0.077851602
38.1,0.147606959,0.063872749
38.2,0.153276869,0.049343568
38.3,0.157465154,0.034397877
38.4,0.160137563,0.019170117
38.5,0.161275879,0.003795353
38.6,0.160877924,-0.011590725
38.7,0.158955909,-0.026857753
38.8,0.155525663,-0.041882298
38.9,0.150613045,-0.056523481
39,0.144258694,-0.070644346
39.1,0.136518002,-0.084113156
39.2,0.127461117,-0.096803389
39.3,0.117172939,-0.108593743
39.4,0.105753123,-0.119368128
39.5,0.093316077,-0.129015675
39.6,0.079980047,-0.137437086
39.7,0.065865952,-0.144535785
39.8,0.051116072,-0.150216444
39.9,0.03587629,-0.15440529
40,0.020295835,-0.15705033
40.1,0.004527272,-0.158121349
40.2,-0.011273492,-0.157609915
40.3,-0.02694721,-0.155529373
40.4,-0.042334915,-0.151912975
40.5,-0.057293058,-0.146801648
40.6,-0.071667474,-0.140255106
40.7,-0.085312879,-0.132348004
40.8,-0.098096442,-0.123168553
40.9,-0.109897782,-0.112818522
41,-0.120608971,-0.101413237
41.1,-0.130134529,-0.089081581
41.2,-0.138391685,-0.075964747
41.3,-0.145312039,-0.062184152
41.4,-0.150829892,-0.047865187
41.5,-0.154891934,-0.03314139
41.6,-0.157460737,-0.018145884
41.7,-0.158514753,-0.00301138
41.8,-0.158048312,0.012129831
41.9,-0.156071625,0.027145868
42,-0.152610781,0.041905271
42.1,-0.147699867,0.056285506
42.2,-0.141378223,0.070155989
42.3,-0.133701159,0.083380131
42.4,-0.124737287,0.09582866
42.5,-0.114568522,0.10737962
42.6,-0.103290077,0.117918375
42.7,-0.09101047,0.127337604
42.8,-0.07785152,0.135537304
42.9,-0.063938324,0.142431419
43,-0.049402681,0.147938081
43.1,-0.034393248,0.151980461
43.2,-0.019059911,0.154503895
43.3,-0.003553685,0.155475962
43.4,0.011973284,0.154886486
43.5,0.027367716,0.152747535
43.6,0.042475202,0.149093424
43.7,0.057143177,0.143977946
43.8,0.071234679,0.137456637
43.9,0.08460655,0.129605159
44,0.097125566,0.120512338
44.1,0.108671607,0.110277832
44.2,0.119137657,0.099012123
44.3,0.1284298,0.086836521
44.4,0.136467225,0.073883166
44.5,0.143183371,0.060287059
44.6,0.14852048,0.046166936
44.7,0.152425566,0.031654493
44.8,0.154860902,0.01688191
44.9,0.155804457,0.001980665
45,0.15524989,-0.012918468
45.1,0.153206557,-0.027685414
45.2,0.149699504,-0.042190799
45.3,0.144768484,-0.056307146
45.4,0.138455004,-0.069914602
45.5,0.130813495,-0.0828795
45.6,0.121912854,-0.095071921
45.7,0.111834496,-0.10637024
45.8,0.100672353,-0.116661135
45.9,0.088532875,-0.125839579
46,0.075535028,-0.133808845
46.1,0.061806911,-0.14048303
46.2,0.047475426,-0.145790047
46.3,0.032687409,-0.149656321
46.4,0.017592339,-0.152027929
46.5,0.002339862,-0.152872916
46.6,-0.012920204,-0.152181296
46.7,-0.028037875,-0.149965053
46.8,-0.042862998,-0.14625814
46.9,-0.057245378,-0.141116343
47,-0.071048076,-0.134600351
47.1,-0.084135734,-0.126781882
47.2,-0.096376743,-0.117750141
47.3,-0.107652673,-0.107603998
47.4,-0.117858276,-0.096451986
47.5,-0.126901483,-0.084412302
47.6,-0.134703408,-0.071612806
47.7,-0.14119904,-0.058187517
47.8,-0.146334574,-0.044255692
47.9,-0.150058996,-0.029946379
48,-0.152335531,-0.015390522
48.1,-0.153142912,-0.000718251
48.2,-0.152475381,0.013941116
48.3,-0.150342692,0.02845908
48.4,-0.146770107,0.042707954
48.5,-0.141798262,0.056561039
48.6,-0.135471831,0.069899815
48.7,-0.127844376,0.082595479
48.8,-0.118985265,0.094519246
48.9,-0.108975901,0.10555106
49,-0.097909727,0.115579605
49.1,-0.085892224,0.124502296
49.2,-0.073040913,0.132225283
49.3,-0.0594832,0.138665082
49.4,-0.045344574,0.143753622
49.5,-0.030769609,0.147421253
49.6,-0.015906315,0.149616398
49.7,-0.000902453,0.15030902
49.8,0.014094469,0.149490616
49.9,0.028937195,0.147174223
50,0.043478722,0.143394415
50.1,0.0575723,0.138207303
50.2,0.07108205,0.131676243
50.3,0.083877383,0.123871041
50.4,0.095829325,0.114880653
50.5,0.106821977,0.104803172
50.6,0.116752513,0.09374583
50.7,0.125531182,0.081824994
50.8,0.133081306,0.069166173
50.9,0.139339925,0.055901032
51,0.144255411,0.042147937
51.1,0.147778682,0.028034472
51.2,0.149874592,0.013690138
51.3,0.150523322,-0.00075642
51.4,0.149720382,-0.015177415
51.5,0.14747661,-0.029445919
51.6,0.143818171,-0.043435861
51.7,0.138786485,-0.057022121
51.8,0.132427328,-0.070087439
51.9,0.124794631,-0.082505564
52,0.115958243,-0.094149895
52.1,0.105999728,-0.104902737
52.2,0.095012365,-0.1146553
52.3,0.083101145,-0.123307701
52.4,0.070382776,-0.130768961
52.5,0.056983338,-0.136958742
52.6,0.043027247,-0.141811614
52.7,0.028657613,-0.145261085
52.8,0.014020399,-0.147258728
52.9,-0.000738857,-0.147777192
53,-0.015475041,-0.146810198
53.1,-0.030043467,-0.144372545
53.2,-0.044299874,-0.140500103
53.3,-0.058100433,-0.135249811
53.4,-0.071312552,-0.128684606
53.5,-0.083807987,-0.120874592
53.6,-0.095460943,-0.111908186
53.7,-0.106158521,-0.101882697
53.8,-0.115800718,-0.090904324
53.9,-0.124300429,-0.079088155
54,-0.131583443,-0.066558171
54.1,-0.137589224,-0.053443497
54.2,-0.142267572,-0.039860855
54.3,-0.14557126,-0.025936987
54.4,-0.147467194,-0.011799829
54.5,-0.147937431,0.002423549
54.6,-0.146979173,0.016606947
54.7,-0.144604768,0.030625027
54.8,-0.140841712,0.044353321
54.9,-0.135732442,0.057668458
55,-0.129322569,0.070454967
55.1,-0.121667285,0.082587667
55.2,-0.112836975,0.093942714
55.3,-0.102913492,0.104405217
55.4,-0.091990156,0.113869235
55.5,-0.080171754,0.122237778
55.6,-0.06757454,0.129422805
55.7,-0.054322942,0.135347564
55.8,-0.040540673,0.139948571
55.9,-0.026369728,0.143162285
56,-0.011953761,0.144943876
56.1,0.002564063,0.145269125
56.2,0.017041062,0.144134426
56.3,0.03133504,0.141556783
56.4,0.045304287,0.137573817
56.5,0.058807737,0.132243568
56.6,0.071716986,0.12562714
56.7,0.083905134,0.117796105
56.8,0.095249873,0.108838299
56.9,0.105641585,0.098850321
57,0.114983343,0.087937539
57.1,0.123190911,0.076214084
57.2,0.130192741,0.063802855
57.3,0.135930979,0.050830059
57.4,0.140356397,0.037410924
57.5,0.143423799,0.023671485
57.6,0.145102445,0.009738043
57.7,0.145376558,-0.00426396
57.8,0.144245328,-0.018209938
57.9,0.141722914,-0.031976165
58,0.137838438,-0.045439769
58.1,0.132635362,-0.058479386
58.2,0.126158725,-0.070981191
58.3,0.118465472,-0.082820724
58.4,0.109626613,-0.093877215
58.5,0.099724414,-0.104038829
58.6,0.088852402,-0.113202667
58.7,0.077115365,-0.121274766
58.8,0.064629347,-0.128170099
58.9,0.051516708,-0.133815884
59,0.037901173,-0.138149922
59.1,0.023923498,-0.141111934
59.2,0.009724929,-0.142660964
59.3,-0.004553783,-0.142776212
59.4,-0.018772381,-0.141457039
59.5,-0.032791101,-0.138722965
59.6,-0.046470671,-0.134613669
59.7,-0.059673024,-0.129188132
59.8,-0.072273841,-0.122505477
59.9,-0.084147476,-0.114639153
60,-0.095175301,-0.10567649
60.1,-0.105251163,-0.09571351
60.2,-0.114281381,-0.084854929
60.3,-0.122184748,-0.073214157
60.4,-0.128892531,-0.060913296
60.5,-0.134349721,-0.048074965
60.6,-0.138507726,-0.034813694
60.7,-0.141323739,-0.021254606
60.8,-0.142769593,-0.00752233
60.9,-0.142831908,0.006259343
61,-0.141512091,0.019967464
61.1,-0.138826332,0.033479922
61.2,-0.134805608,0.046675445
61.3,-0.129494163,0.059435039
61.4,-0.122936658,0.071645905
61.5,-0.115191992,0.08318464
61.6,-0.106331899,0.093933727
61.7,-0.096439188,0.103784546
61.8,-0.085607737,0.112637366
61.9,-0.073942494,0.120401349
62,-0.061559481,0.126994551
62.1,-0.048578438,0.132348504
62.2,-0.035124075,0.136401666
62.3,-0.021335492,0.139097585
62.4,-0.007351512,0.140399366
62.5,0.00668952,0.140289832
62.6,0.020649742,0.138771523
62.7,0.034391767,0.135866698
62.8,0.047778691,0.131617332
62.9,0.060675931,0.126082819
63,0.072962581,0.119320936
63.1,0.084514652,0.111406971
63.2,0.095217327,0.102427875
63.3,0.104968045,0.092479242
63.4,0.113676498,0.081665307
63.5,0.121264632,0.070098949
63.6,0.127666648,0.057901685
63.7,0.132830436,0.045191596
63.8,0.136707847,0.032083806
63.9,0.13925887,0.018702072
64,0.140458102,0.005169335
64.1,0.140294743,-0.008392281
64.2,0.138772598,-0.02186147
64.3,0.135910077,-0.035117742
64.4,0.131740195,-0.048041422
64.5,0.126307499,-0.060516305
64.6,0.119656913,-0.072429793
64.7,0.11184927,-0.0836602
64.8,0.102957141,-0.094093388
64.9,0.093063989,-0.103624051
65,0.082264174,-0.112155722
65.1,0.070662945,-0.119600764
65.2,0.058376428,-0.125880392
65.3,0.045521115,-0.1309307
65.4,0.032223795,-0.134690305
65.5,0.018621349,-0.137107223
65.6,0.004850198,-0.138148755
65.7,-0.008953691,-0.137801497
65.8,-0.022654807,-0.136071328
65.9,-0.036118094,-0.132983422
66,-0.049208954,-0.128582237
66.1,-0.061796957,-0.122926752
66.2,-0.073763605,-0.116074547
66.3,-0.084987235,-0.108102441
66.4,-0.095356937,-0.099097154
66.5,-0.104773835,-0.089154002
66.6,-0.113151091,-0.078376898
66.7,-0.120413903,-0.066878352
66.8,-0.126499603,-0.054779148
66.9,-0.131358616,-0.042192558
67,-0.13494351,-0.029235086
67.1,-0.137217375,-0.016028771
67.2,-0.138157723,-0.002694858
67.3,-0.137756491,0.010646199
67.4,-0.136020041,0.023874739
67.5,-0.132969159,0.036871894
67.6,-0.128639057,0.049519587
67.7,-0.123073872,0.061704828
67.8,-0.116319805,0.073314365
67.9,-0.108439438,0.084229022
68,-0.099506277,0.094338122
68.1,-0.08960455,0.10353976
68.2,-0.078829209,0.111740797
68.3,-0.067285926,0.118856865
68.4,-0.055090527,0.124812776
68.5,-0.042357004,0.129548263
68.6,-0.029213956,0.133002856
68.7,-0.015795875,0.135129286
68.8,-0.002236819,0.135899159
68.9,0.01132958,0.135302955
69,0.024770119,0.133350025
69.1,0.037952027,0.130068593
69.2,0.05074296,0.125505756
69.3,0.063017455,0.119718944
69.4,0.074658208,0.112767138
69.5,0.085546694,0.104728174
69.6,0.095575979,0.095688687
69.7,0.104650947,0.085743861
69.8,0.112688306,0.074997435
69.9,0.119616585,0.063561695
70,0.125376528,0.051555953
70.1,0.129920301,0.039089785
70.2,0.133201976,0.026280643
70.3,0.135187874,0.013248844
70.4,0.135858562,0.000113938
70.5,0.135208849,-0.013005291
70.6,0.13324779,-0.025990828
70.7,0.129998686,-0.038725423
70.8,0.125499072,-0.051092602
70.9,0.119791735,-0.062982999
71,0.112925532,-0.074281916
71.1,0.104964438,-0.084873506
71.2,0.095982988,-0.094650623
71.3,0.086066271,-0.103514819
71.4,0.075309932,-0.11137635
71.5,0.063820175,-0.118154167
71.6,0.051711793,-0.123777223
71.7,0.039097761,-0.128187557
71.8,0.026107496,-0.13132688
71.9,0.012873142,-0.133152709
72,-0.000473558,-0.133641028
72.1,-0.013801263,-0.132786293
72.2,-0.026979037,-0.130601428
72.3,-0.039876344,-0.127117823
72.4,-0.052363087,-0.122385303
72.5,-0.06431962,-0.116458401
72.6,-0.07562855,-0.109399439
72.7,-0.08617536,-0.101286603
72.8,-0.095857143,-0.092206583
72.9,-0.104582604,-0.082254572
73,-0.112272055,-0.071534263
73.1,-0.118857422,-0.060157857
73.2,-0.124283038,-0.048242197
73.3,-0.128502129,-0.035894642
73.4,-0.131471053,-0.023232969
73.5,-0.133159482,-0.01037578
73.6,-0.133551155,0.002559067
73.7,-0.132643872,0.015454455
73.8,-0.130449502,0.028194008
73.9,-0.126993978,0.040662094
74,-0.122316841,0.052744309
74.1,-0.116459598,0.064333927
74.2,-0.109474275,0.075315493
74.3,-0.101426126,0.085576816
74.4,-0.092390796,0.095014335
74.5,-0.082454323,0.103533115
74.6,-0.071713139,0.111046852
74.7,-0.060274068,0.117477868
74.8,-0.04825003,0.122759703
74.9,-0.035754534,0.126835558
75,-0.022916771,0.129650532
75.1,-0.009866586,0.131166971
75.2,0.003266549,0.131365298
75.3,0.01635354,0.130244013
75.4,0.029265669,0.127819693
75.5,0.041874593,0.124126994
75.6,0.054053122,0.119217752
75.7,0.065686445,0.113144207
75.8,0.076657617,0.105972176
75.9,0.086856396,0.097780083
76,0.096183946,0.088654804
76.1,0.104552832,0.078691666
76.2,0.111887024,0.067994447
76.3,0.118121894,0.056675378
76.4,0.123205407,0.044847567
76.5,0.127091369,0.032618015
76.6,0.129739144,0.020104029
76.7,0.131121859,0.007422499
76.8,0.131226527,-0.005310402
76.9,0.130054046,-0.017979216
77,0.127619201,-0.030469203
77.1,0.123950663,-0.042666338
77.2,0.119089234,-0.054458987
77.3,0.113076115,-0.065741413
77.4,0.105966292,-0.076398862
77.5,0.097826363,-0.086322849
77.6,0.088733161,-0.095413444
77.7,0.07877375,-0.103579268
77.8,0.068045429,-0.110737499
77.9,0.056655728,-0.116813868
78,0.044714706,-0.121746841
78.1,0.032338051,-0.125479897
78.2,0.019653645,-0.127962596
78.3,0.006789086,-0.129162146
78.4,-0.006128379,-0.129063448
78.5,-0.018971856,-0.127669101
78.6,-0.031614803,-0.124999402
78.7,-0.043931028,-0.12109234
78.8,-0.055797227,-0.116000545
78.9,-0.067101695,-0.109775612
79,-0.07772919,-0.10248616
79.1,-0.087573775,-0.094210978
79.2,-0.09654071,-0.085037248
79.3,-0.104546457,-0.075060551
79.4,-0.111518678,-0.064384863
79.5,-0.117396247,-0.053122513
79.6,-0.122130595,-0.041381419
79.7,-0.125675952,-0.0292704
79.8,-0.127995282,-0.016905338
79.9,-0.129065256,-0.004401422
80,-0.12887625,0.00812685
80.1,-0.127432352,0.020565671
80.2,-0.124751354,0.032801929
80.3,-0.120864757,0.044723198
80.4,-0.115813609,0.056221264
80.5,-0.109640169,0.067189921
80.6,-0.102401996,0.077516488
80.7,-0.094167101,0.087096224
80.8,-0.085013568,0.095832867
80.9,-0.075029556,0.103638632
81,-0.0643133,0.110434215
81.1,-0.052972858,0.11614896
81.2,-0.041115033,0.120725949
81.3,-0.028858694,0.124108885
81.4,-0.016329564,0.126252522
81.5,-0.003653042,0.127128942
81.6,0.009045806,0.126727554
81.7,0.02164224,0.125055094
81.8,0.03401185,0.122135622
81.9,0.046030554,0.118010528
82,0.057580018,0.112731683
82.1,0.068549867,0.106352098
82.2,0.07882782,0.098942359
82.3,0.088312257,0.090581736
82.4,0.096912555,0.081357831
82.5,0.104549095,0.071366586
82.6,0.111153259,0.060712278
82.7,0.116667708,0.049506516
82.8,0.121046267,0.037852851
82.9,0.124244499,0.025861966
83,0.126229164,0.01364803
83.1,0.126980554,0.001324541
